Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
416,Main St & Front St - Penticton,Starbucks,4616-98531,250-770-1643,CO,202 Main Street,202 Main Street,,,Penticton,BC,CA,V2A 5B2,"(49.5002975463867, -119.593223571777)",49.500297546386719,-119.59322357177734,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
417,16th & MacDonald St,Starbucks,4591-97339,604-733-4601,CO,3190 MacDonald Street,3190 MacDonald Street,,,Vancouver,BC,CA,V6K 4W7,"(49.2579193115234, -123.168212890625)",49.257919311523438,-123.168212890625,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
420,Longos Fairview,Starbucks,79269-99848,905-637-3804,LS,1225 Fairview St,1225 Fairview St,,,Burlington,ON,CA,L7S 1Y3,"(43.3294563293457, -79.8196182250977)",43.3294563293457,-79.819618225097656,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
421,Kingsway Ave & 117St,Starbucks,4618-98388,780-451-4773,CO,"11625 Kingsway Avenue, Kingsway Shopping Centre",11625 Kingsway Avenue,,Kingsway Shopping Centre,Edmonton,AB,CA,T5G 3E8,"(53.5658073425293, -113.520881652832)",53.5658073425293,-113.52088165283203,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
422,Alder Crossing - 148th & KGH,Starbucks,4596-97669,604-531-8535,CO,"3288 King George Hwy, Unit #1, Alder Crossing",3288 King George Hwy,Unit #1,Alder Crossing,Surrey,BC,CA,V4P 1A5,"(49.0612525939941, -122.812355041504)",49.061252593994141,-122.81235504150391,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
423,Portico - Granville St & 7th Ave,Starbucks,4603-97841,604-732-8961,CO,"2288 Granville Street, Verona at Portico",2288 Granville Street,,Verona at Portico,Vancouver,BC,CA,V6H 4H7,"(49.265567779541, -123.138168334961)",49.265567779541016,-123.13816833496094,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
424,Tribeca - 152nd & KGB,Starbucks,4593-97123,604-531-7641,CO,2670 152nd St,2670 152nd St,,,Surrey,BC,CA,V4P 1M8,"(49.0502700805664, -122.80086517334)",49.050270080566406,-122.80086517333984,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
426,Bloor & Thompson,Starbucks,4613-98127,416-231-6116,CO,3079-3081 Bloor St W,3079-3081 Bloor St W,,,Toronto,ON,CA,M8X 1C7,"(43.6465797424316, -79.5140380859375)",43.646579742431641,-79.5140380859375,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
427,Safeway - Cochrane #2219,Starbucks,74829-100385,403-851-1290,LS,304 5th Avenue W,304 5th Avenue W,,,Cochrane,AB,CA,T4C 2A5,"(51.1852188110352, -114.476188659668)",51.185218811035156,-114.47618865966797,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
429,Six Points Plaza-5230 Dundas St W,Starbucks,4608-98091,416-233-0440,CO,"5230 Dundas St W, Six Points Plaza",5230 Dundas St W,,Six Points Plaza,Toronto,ON,CA,M9B 1A8,"(43.6396217346191, -79.5375137329102)",43.639621734619141,-79.537513732910156,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
431,Valley Centre,Starbucks,4577-96689,604-533-7015,CO,"20151 Fraser Highway, Valley Centre",20151 Fraser Highway,,Valley Centre,Langley,BC,CA,V3A 4E4,"(49.1064186096191, -122.662605285645)",49.106418609619141,-122.66260528564453,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
432,41st Ave & Balsam St,Starbucks,4604-98136,604-267-7703,CO,2348 West 41st Ave,2348 West 41st Ave,,,Vancouver,BC,CA,V6M 2A4,"(49.2344551086426, -123.160568237305)",49.234455108642578,-123.16056823730469,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
390,Safeway - Dawson Creek #819,Starbucks,74974-103270,250-782-2253,LS,11216 8th St,11216 8th St,,,Dawson Creek,BC,CA,V1G 3R4,"(55.7487335205078, -120.224494934082)",55.748733520507812,-120.22449493408203,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,12/08/2013 05:41:59 PM
401,Safeway-Surrey #92,Starbucks,74729-97793,604-594-7341,LS,7450 120 St,7450 120 St,,,Surrey,BC,CA,V3W 3M9,"(49.138298034668, -122.889099121094)",49.138298034667969,-122.88909912109375,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
406,Safeway-Okotoks #2223,Starbucks,74752-97381,403-938-9341,LS,610 Big Rock Ln,610 Big Rock Ln,,,Okotoks,AB,CA,T0L 1T5,"(50.7170333862305, -113.980339050293)",50.717033386230469,-113.98033905029297,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
410,Safeway-Surrey #62,Starbucks,74758-97376,604-589-4774,LS,8860 152 St,8860 152 St,,,Surrey,BC,CA,V3R 4E4,"(49.1636619567871, -122.800643920898)",49.163661956787109,-122.80064392089844,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
411,Safeway-Surrey #47,Starbucks,74757-97374,604-535-8960,LS,"15355 24 Ave, 604-",15355 24 Ave,,604-,Surrey,BC,CA,V4A 2H9,"(49.0466728210449, -122.796684265137)",49.046672821044922,-122.79668426513672,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
412,Safeway - Vancouver #114,Starbucks,74811-99382,,LS,890 West 25 Avenue,890 West 25 Avenue,,,Vancouver,BC,CA,V5Z 2E2,"(49.2486801147461, -123.126480102539)",49.248680114746094,-123.12648010253906,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
419,Longos Brampton,Starbucks,79267-99847,,LS,7700 Hurontario St,7700 Hurontario St,,,Brampton,ON,CA,L6Y 4M3,"(43.6599426269531, -79.7256927490234)",43.659942626953125,-79.725692749023438,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
428,Safeway - Fort St John #820,Starbucks,74828-99754,250-261-5477,LS,9123 100th St,9123 100th St,,,Fort St John,BC,CA,V1J 3X3,"(56.238094329834, -120.847267150879)",56.238094329833984,-120.84726715087891,US Mountain Standard Time,-420,GMT+000000 America/Dawson_Cree,12/08/2013 05:41:59 PM
434,Safeway - Calgary #2211,Starbucks,74832-99496,403-210-0002,LS,1632 14 Avenue NW,1632 14 Avenue NW,,,Calgary,AB,CA,T2N 1M7,"(51.0645332336426, -114.099029541016)",51.064533233642578,-114.09902954101563,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
435,Safeway-Stony Plain #823,Starbucks,74750-97800,,LS,4202 Southpark Drive,4202 Southpark Drive,,,Stony Plain,AB,CA,T7Z 1L1,"(53.5411567687988, -113.978927612305)",53.541156768798828,-113.97892761230469,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
436,Safeway - Calgary #2117,Starbucks,74831-99495,403-240-1098,LS,2425 34 Avenue SW,2425 34 Avenue SW,,,Calgary,AB,CA,T2T 6E3,"(51.0227584838867, -114.116394042969)",51.022758483886719,-114.11639404296875,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
438,Osborne Village,Starbucks,4605-94980,204-453-4700,CO,"481 River Avenue, Unit #1, Osborne Village",481 River Avenue,Unit #1,Osborne Village,Winnipeg,MB,CA,R3L 0C9,"(49.8790740966797, -97.1471939086914)",49.879074096679688,-97.1471939086914,Central Standard Time,-360,GMT-06:00 America/Winnipeg,12/08/2013 05:41:59 PM
440,Skylon Tower Base,Starbucks,75826-96571,905-356-2651,LS,5200 Robinson St,5200 Robinson St,,,Niagara Falls,ON,CA,L2G 2A3,"(43.0864944458008, -79.0796279907227)",43.086494445800781,-79.079627990722656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 05:41:59 PM
441,Tsawwassen Ferry Terminal,Starbucks,4615-98529,604-943-6433,CO,"1 Ferry Causeway c/o BC Ferry Terminal, 20, Tsawwassen Quay Market",1 Ferry Causeway c/o BC Ferry Terminal,20,Tsawwassen Quay Market,Delta,BC,CA,V4M 4G5,"(49.0080451965332, -123.130409240723)",49.0080451965332,-123.13040924072266,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
443,Safeway Kamloops #89,Starbucks,74812-99780,250-314-2811,LS,945 West Columbia,945 West Columbia,,,Kamloops,BC,CA,V2C 1L5,"(50.6695175170898, -120.352363586426)",50.669517517089844,-120.35236358642578,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
444,Safeway-Kamloops #56,Starbucks,74753-97373,250-376-4129,LS,750 Fortune Dr,750 Fortune Dr,,,Kamloops,BC,CA,V2B 2L2,"(50.698600769043, -120.359146118164)",50.698600769042969,-120.35914611816406,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
447,Terminal & Begg,Starbucks,4522-87720,604-696-6410,CO,753 Terminal Avenue,753 Terminal Avenue,,,Vancouver,BC,CA,V6A 2M2,"(49.2710342407227, -123.087738037109)",49.271034240722656,-123.08773803710938,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
448,486 Hazeldean Road,Starbucks,4472-85804,613-836-3663,CO,486 Hazeldean Road,486 Hazeldean Road,,,Kanata,ON,CA,K2L 1V4,"(45.2965126037598, -75.8903350830078)",45.296512603759766,-75.890335083007812,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
449,Blue Mountain Village,Starbucks,75537-60379,705-444-4553,LS,156 Jozo Weider Blvd,156 Jozo Weider Blvd,,,Collingwood,ON,CA,L9Y 3Z2,"(44.5040969848633, -80.3117599487305)",44.504096984863281,-80.311759948730469,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
450,Safeway-Winnipeg #725,Starbucks,74687-94468,,LS,920 Jefferson Avenue,920 Jefferson Avenue,,,Winnipeg,MB,CA,R2P 1W1,"(49.944896697998, -97.1576995849609)",49.944896697998047,-97.157699584960938,Central Standard Time,-360,GMT-06:00 America/Winnipeg,12/08/2013 05:41:59 PM
455,City Square Mall,Starbucks,4562-96064,604-872-1201,CO,"555 W 12th Ave, 018, City Square Mall",555 W 12th Ave,018,City Square Mall,Vancouver,BC,CA,V5Z 3X7,"(49.2611198425293, -123.11563873291)",49.2611198425293,-123.11563873291016,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
457,Deerfoot Meadows,Starbucks,4601-97847,403-253-4518,CO,"33 Heritage Meadows Way SE, Deerfoot Meadows",33 Heritage Meadows Way SE,,Deerfoot Meadows,Calgary,AB,CA,T2H 3B8,"(50.9836235046387, -114.041236877441)",50.983623504638672,-114.04123687744141,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
459,2500 Appleby Line,Starbucks,4678-100978,905-336-4229,CO,"2500 Appleby Line, Building Pad A, Cornerstone Centre",2500 Appleby Line,Building Pad A,Cornerstone Centre,Burlington,ON,CA,L7L 0A2,"(43.4054946899414, -79.8080978393555)",43.405494689941406,-79.808097839355469,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
460,Safeway - Camrose #821,Starbucks,74971-103259,,LS,6800 48th Avenue,6800 48th Avenue,,,Camrose,AB,CA,T4V 4T1,"(53.0179824829102, -112.859115600586)",53.017982482910156,-112.85911560058594,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
462,Safeway - Thunder Bay #682,Starbucks,74993-103264,,LS,1015 Dawson Road,1015 Dawson Road,,,Thunder Bay,ON,CA,P7B 5J4,"(48.4514770507813, -89.2537612915039)",48.45147705078125,-89.2537612915039,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
463,Safeway - Thunder Bay #681,Starbucks,74992-102425,,LS,115 West Arthur Street,115 West Arthur Street,,,Thunder Bay,ON,CA,P7E 5P7,"(48.3817481994629, -89.2794189453125)",48.381748199462891,-89.2794189453125,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
464,Safeway - Thunder Bay #664,Starbucks,74991-103263,,LS,70 North Court Street,70 North Court Street,,,Thunder Bay,ON,CA,P7B 2Z3,"(48.433479309082, -89.2249145507813)",48.433479309082031,-89.22491455078125,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
465,Oxford & Lougheed,Starbucks,4682-100790,604-464-0399,CO,2840 Oxford Street,2840 Oxford Street,,,Port Coquitlam,BC,CA,V3B 5L7,"(49.2638320922852, -122.766815185547)",49.263832092285156,-122.76681518554688,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
466,Brookswood Village-200th & 40th,Starbucks,4721-103479,604-532-1260,CO,"4064 200th St, Brookswood Villaqge",4064 200th St,,Brookswood Villaqge,Langley,BC,CA,V3A 1K9,"(49.0762062072754, -122.6689453125)",49.076206207275391,-122.6689453125,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
469,London Towne Square,Starbucks,4930-106303,4032500234,CO,"3545 32 Ave NE, 553, London Towne Square",3545 32 Ave NE,553,London Towne Square,Calgary,AB,CA,T1Y 6M6,"(51.0810508728027, -113.984237670898)",51.081050872802734,-113.98423767089844,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
470,1981 Parkdale Ave. Unit D,Starbucks,4897-109785,(613) 342-8368,CO,1981 Parkdale Ave. Unit D,1981 Parkdale Ave. Unit D,,,Brockville,ON,CA,K6V 0B4,"(44.6146202087402, -75.683837890625)",44.614620208740234,-75.683837890625,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
471,1 Hespeler Rd,Starbucks,4886-107868,519-623-7893,CO,1 Hespeler Road,1 Hespeler Road,,,Cambridge,ON,CA,N1R 8L4,"(43.3742332458496, -80.3181838989258)",43.374233245849609,-80.318183898925781,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
473,Highway 16 & 75 Street,Starbucks,4959-105052,780 875 5394,CO,"7701 44th St Unit A Mail Box 709, COURIERS ONLY (NOT US/CANADA POST), Home Depot Power Centre",7701 44th St Unit A Mail Box 709,COURIERS ONLY (NOT US/CANADA POST),Home Depot Power Centre,Lloydminster,AB,CA,T9V 0X9,"(53.2775344848633, -110.056739807129)",53.277534484863281,-110.05673980712891,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
474,Yonge & Eglinton- Minto Tower,Starbucks,4929-125664,416-488-1930,CO,"2193 Yonge Street, Unit Space C",2193 Yonge Street,Unit Space C,,Toronto,ON,CA,M4S 2V2,"(43.7055397033691, -79.3978576660156)",43.705539703369141,-79.397857666015625,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
475,3737 Major Mackenzie Dr,Starbucks,4791-104690,905-303-7097,CO,"3737 Major Mackenzie Drive, 101, Vellor Village",3737 Major Mackenzie Drive,101,Vellor Village,Vaughan,ON,CA,L4H 0A2,"(43.8444175720215, -79.5600738525391)",43.844417572021484,-79.560073852539062,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
477,Laird & Wicksteed,Starbucks,4667-100881,416-429-8827,CO,"65 Wicksteed Ave, C",65 Wicksteed Ave,C,,Toronto,ON,CA,M4G 4H9,"(43.7106781005859, -79.360969543457)",43.710678100585938,-79.360969543457031,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
478,3302 Woodroffe Avenue,Starbucks,4683-100798,613-823-9903,CO,3302 Woodroffe Avenue,3302 Woodroffe Avenue,,,Ottawa,ON,CA,K2J 4G5,"(45.2751312255859, -75.7187652587891)",45.275131225585938,-75.718765258789062,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
481,Safeway-Winnipeg #726,Starbucks,74867-97803,,LS,3900 Grant Avenue,3900 Grant Avenue,,,Winnipeg,MB,CA,R3R 3C2,"(49.8583488464355, -97.2638244628906)",49.858348846435547,-97.263824462890625,Central Standard Time,-360,GMT-06:00 America/Winnipeg,12/08/2013 05:41:59 PM
482,Safeway - Calgary #294,Starbucks,74942-102406,403-295-6895,LS,8120 Beddington Blvd Northwest,8120 Beddington Blvd Northwest,,,Calgary,AB,CA,T3K 2A8,"(51.1269035339355, -114.072235107422)",51.126903533935547,-114.07223510742188,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
483,Safeway - Edmonton #2278,Starbucks,74970-102935,,LS,2304 109th Street NW,2304 109th Street NW,,,Edmonton,AB,CA,T6J 5E5,"(53.4549026489258, -113.510314941406)",53.454902648925781,-113.51031494140625,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
484,170th St & 90th Ave NW,Starbucks,4680-101115,780-444-4813,CO,"17004 - 90th Avenue, Westgate Shopping Centre",17004 - 90th Avenue,,Westgate Shopping Centre,Edmonton,AB,CA,T5T 1L6,"(53.5253486633301, -113.616271972656)",53.525348663330078,-113.61627197265625,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
485,Island Hwy & Mills Rd,Starbucks,4643-99833,250-248-9720,CO,"382 E Island Highway, Mills Road Plaza",382 E Island Highway,,Mills Road Plaza,Parksville,BC,CA,V9P 1K8,"(49.318603515625, -124.300720214844)",49.318603515625,-124.30072021484375,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
487,4240 Innes Road,Starbucks,4666-100575,613-837-1815,CO,4240 Innes Road,4240 Innes Road,,,Orleans,ON,CA,K4A 5E6,"(45.457405090332, -75.4975738525391)",45.457405090332031,-75.497573852539062,Eastern Standard Time,-300,GMT-05:00 America/Toronto,12/08/2013 05:41:59 PM
437,Safeway - Grand Prairie #826,Starbucks,74840-100563,780-833-8620,LS,84th & 100th Street,84th & 100th Street,,,Grand Prairie,AB,CA,T8V 1L4,"(55.156177520752, -118.794937133789)",55.156177520751953,-118.79493713378906,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
442,Grouse Mountain Resort Vancouver,Starbucks,75829-58840,604-984-0661,LS,6400 Nancy Green Way,6400 Nancy Green Way,,,Vancouver,BC,CA,V7R 4K9,"(49.3724822998047, -123.098655700684)",49.372482299804688,-123.09865570068359,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
451,Safeway-Langley #43,Starbucks,74461-95602,6045344363,LS,20871 Fraser Hwy,20871 Fraser Hwy,,,Langley,BC,CA,V3A 4G7,"(49.102424621582, -122.644561767578)",49.102424621582031,-122.64456176757813,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
452,Safeway-Port Coquitlam #93,Starbucks,74462-95599,6049454072,LS,1100-2850 Shaughnessy St,1100-2850 Shaughnessy St,,,Port Coquitlam,BC,CA,V3C 6K5,"(49.2659454345703, -122.775314331055)",49.265945434570312,-122.77531433105469,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
453,Safeway-Sherwood Park #822,Starbucks,74749-97398,780-467-3037,LS,2020 Sherwood Drive,2020 Sherwood Drive,,,Sherwood Park,AB,CA,T8A 3H9,"(53.5302810668945, -113.295417785645)",53.530281066894531,-113.29541778564453,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
454,Safeway-Lethbridge #2276,Starbucks,74730-97380,,LS,1550 University Drive W,1550 University Drive W,,,Lethbridge,AB,CA,T1J 4T3,"(49.6936988830566, -112.891510009766)",49.693698883056641,-112.89151000976563,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
461,Safeway - Chilliwack #99,Starbucks,74898-100956,604-795-6428,LS,Yale Rd & Chem Ave,Yale Rd & Chem Ave,,,Chilliwack,BC,CA,V2P 2N9,"(49.164981842041, -121.958763122559)",49.164981842041016,-121.95876312255859,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
468,Safeway - Calgary 2243,Starbucks,74996-104506,403-730-4955,LS,5607 4th Street NW,5607 4th Street NW,,,Calgary,AB,CA,T2K 1B3,"(51.1017761230469, -114.072601318359)",51.101776123046875,-114.07260131835938,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,12/08/2013 05:41:59 PM
472,Safeway - North Vancouver #162,Starbucks,74965-103271,,LS,1175 Mt Seymour Road,1175 Mt Seymour Road,,,North Vancouver,BC,CA,V7H 2Y4,"(49.316780090332, -122.969131469727)",49.316780090332031,-122.96913146972656,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,12/08/2013 05:41:59 PM
